batch_group,matrix,pathogen,count_0_1,count_1_10,count_10_100,count_100_1000,count_ge_1000,n_total,n_positive,median_pos
240823_PL3,Gorge,Neisseria spp,16,0,4,15,12,47,31,664.913376
240823_PL3,Gorge,Papillomavirus,46,1,0,0,0,47,2,0.9988895
240823_PL3,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Staphylococcus aureus,46,0,1,0,0,47,1,44.0
240823_PL3,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,1,0.131236
240823_PL3,Gorge,Trichophyton spp,47,0,0,0,0,47,0,0.0
240823_PL3,Gorge,Ureaplasma spp,47,0,0,0,0,47,0,0.0
240823_PL4,Anal,Campylobacter jejuni,12,14,21,0,0,47,36,12.0
240823_PL4,Anal,Chlamydia spp,46,0,1,0,0,47,1,24.0
240823_PL4,Anal,Chlamydia trachomatis,46,0,1,0,0,47,1,24.0
240823_PL4,Anal,Clostridioides difficile,4,4,17,22,0,47,43,101.0
240823_PL4,Anal,Entamoeba histolytica,44,3,0,0,0,47,13,0.324598
240823_PL4,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL4,Anal,Haemophilus influenzae,20,14,7,6,0,47,28,7.1789974999999995
240823_PL4,Anal,Haemophilus parainfluenzae,14,12,13,8,0,47,35,14.0
240823_PL4,Anal,Human alphaherpesvirus 1,47,0,0,0,0,47,22,0.237135
240823_PL4,Anal,Human alphaherpesvirus 2,46,0,1,0,0,47,1,21.0
240823_PL4,Anal,Mpox,47,0,0,0,0,47,0,0.0
240823_PL4,Anal,Mycoplasma genitalium,42,3,2,0,0,47,5,3.72351
240823_PL4,Anal,Mycoplasma hominis,22,15,8,2,0,47,27,6.692166
240823_PL4,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL4,Anal,Mycoplasma spp,40,5,2,0,0,47,7,3.305733
240823_PL4,Anal,Neisseria gonorrhoeae,43,1,2,1,0,47,4,48.0
240823_PL4,Anal,Neisseria meningitidis,37,8,1,0,1,47,11,1.923983
240823_PL4,Anal,Neisseria spp,34,8,3,1,1,47,15,2.888963
240823_PL4,Anal,Papillomavirus,23,10,9,5,0,47,32,6.1274615
240823_PL4,Anal,Shigella spp,29,8,8,1,1,47,18,10.845790000000001
240823_PL4,Anal,Staphylococcus aureus,11,10,26,0,0,47,38,16.0
240823_PL4,Anal,Treponema pallidum,45,2,0,0,0,47,2,1.591104
240823_PL4,Anal,Trichomonas vaginalis,8,23,15,1,0,47,45,4.793009
240823_PL4,Anal,Trichophyton spp,46,1,0,0,0,47,3,0.8270519999999999
240823_PL4,Anal,Ureaplasma spp,34,5,5,3,0,47,14,22.550051
240823_PL4,Gorge,Campylobacter jejuni,47,0,0,0,0,47,1,0.837897
240823_PL4,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Clostridioides difficile,43,3,1,0,0,47,4,5.725621499999999
240823_PL4,Gorge,Entamoeba histolytica,47,0,0,0,0,47,4,0.0967205
240823_PL4,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Haemophilus influenzae,20,1,14,11,1,47,27,94.0
240823_PL4,Gorge,Haemophilus parainfluenzae,3,1,5,23,15,47,44,533.5
240823_PL4,Gorge,Human alphaherpesvirus 1,46,1,0,0,0,47,22,0.1546315
240823_PL4,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Mpox,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Mycoplasma hominis,47,0,0,0,0,47,1,0.698247
240823_PL4,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Mycoplasma spp,47,0,0,0,0,47,1,0.418948
240823_PL4,Gorge,Neisseria gonorrhoeae,32,0,6,9,0,47,15,157.0
240823_PL4,Gorge,Neisseria meningitidis,11,2,6,22,6,47,36,329.5
240823_PL4,Gorge,Neisseria spp,11,2,3,17,14,47,36,613.0
240823_PL4,Gorge,Papillomavirus,46,1,0,0,0,47,4,0.216285
240823_PL4,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Staphylococcus aureus,44,2,1,0,0,47,4,2.8147175
240823_PL4,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Trichomonas vaginalis,46,1,0,0,0,47,11,0.171002
240823_PL4,Gorge,Trichophyton spp,47,0,0,0,0,47,0,0.0
240823_PL4,Gorge,Ureaplasma spp,46,0,1,0,0,47,1,13.460524
240823_PL5,Anal,Campylobacter jejuni,22,9,15,1,0,47,29,10.0
240823_PL5,Anal,Chlamydia spp,47,0,0,0,0,47,1,0.111922
240823_PL5,Anal,Chlamydia trachomatis,47,0,0,0,0,47,1,0.111922
240823_PL5,Anal,Clostridioides difficile,8,7,11,21,0,47,42,87.5
240823_PL5,Anal,Entamoeba histolytica,46,1,0,0,0,47,17,0.184438
240823_PL5,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL5,Anal,Haemophilus influenzae,34,7,5,0,1,47,17,2.793551
240823_PL5,Anal,Haemophilus parainfluenzae,21,13,6,7,0,47,29,7.894727
240823_PL5,Anal,Human alphaherpesvirus 1,45,1,0,1,0,47,21,0.371771
240823_PL5,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
240823_PL5,Anal,Mpox,47,0,0,0,0,47,0,0.0
240823_PL5,Anal,Mycoplasma genitalium,46,1,0,0,0,47,1,9.850721
240823_PL5,Anal,Mycoplasma hominis,28,8,9,2,0,47,25,8.098859
240823_PL5,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL5,Anal,Mycoplasma spp,46,1,0,0,0,47,2,5.188674
240823_PL5,Anal,Neisseria gonorrhoeae,42,2,2,1,0,47,6,6.597933
240823_PL5,Anal,Neisseria meningitidis,44,3,0,0,0,47,8,0.2938505
240823_PL5,Anal,Neisseria spp,40,2,4,1,0,47,12,3.471953
240823_PL5,Anal,Papillomavirus,19,11,14,3,0,47,39,7.017206
240823_PL5,Anal,Shigella spp,34,2,5,6,0,47,14,30.719432
240823_PL5,Anal,Staphylococcus aureus,14,6,22,5,0,47,38,16.5
240823_PL5,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL5,Anal,Trichomonas vaginalis,13,23,10,1,0,47,45,5.36013
240823_PL5,Anal,Trichophyton spp,47,0,0,0,0,47,4,0.1248615
240823_PL5,Anal,Ureaplasma spp,41,3,3,0,0,47,6,13.013615000000001
240823_PL5,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Clostridioides difficile,45,2,0,0,0,47,2,3.1125945
240823_PL5,Gorge,Entamoeba histolytica,47,0,0,0,0,47,2,0.14363399999999998
240823_PL5,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Haemophilus influenzae,25,1,8,13,0,47,22,141.0
240823_PL5,Gorge,Haemophilus parainfluenzae,6,1,2,22,16,47,41,574.0
240823_PL5,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,24,0.148116
240823_PL5,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,1,0.452012
240823_PL5,Gorge,Mpox,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Mycoplasma hominis,46,1,0,0,0,47,1,6.695963
240823_PL5,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Neisseria gonorrhoeae,29,1,8,9,0,47,18,101.0
240823_PL5,Gorge,Neisseria meningitidis,13,0,5,23,6,47,34,375.5
240823_PL5,Gorge,Neisseria spp,12,0,1,19,15,47,35,910.0
240823_PL5,Gorge,Papillomavirus,47,0,0,0,0,47,2,0.19602
240823_PL5,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Staphylococcus aureus,46,0,1,0,0,47,1,27.0
240823_PL5,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,5,0.075256
240823_PL5,Gorge,Trichophyton spp,47,0,0,0,0,47,0,0.0
240823_PL5,Gorge,Ureaplasma spp,46,1,0,0,0,47,1,4.529622
240823_PL6,Anal,Campylobacter jejuni,20,12,12,2,1,47,32,7.9821865
240823_PL6,Anal,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL6,Anal,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL6,Anal,Clostridioides difficile,5,6,17,19,0,47,44,80.5
240823_PL6,Anal,Entamoeba histolytica,44,3,0,0,0,47,10,0.6609335000000001
240823_PL6,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL6,Anal,Haemophilus influenzae,33,6,5,3,0,47,19,5.85998
240823_PL6,Anal,Haemophilus parainfluenzae,24,10,7,4,2,47,28,8.1092
240823_PL6,Anal,Human alphaherpesvirus 1,44,3,0,0,0,47,23,0.455734
240823_PL6,Anal,Human alphaherpesvirus 2,44,2,1,0,0,47,3,2.262356
240823_PL6,Anal,Mpox,47,0,0,0,0,47,0,0.0
240823_PL6,Anal,Mycoplasma genitalium,47,0,0,0,0,47,1,0.722674
240823_PL6,Anal,Mycoplasma hominis,27,12,8,0,0,47,21,6.497007
240823_PL6,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL6,Anal,Mycoplasma spp,46,1,0,0,0,47,2,0.9667285
240823_PL6,Anal,Neisseria gonorrhoeae,46,0,0,1,0,47,3,0.481782
240823_PL6,Anal,Neisseria meningitidis,40,6,1,0,0,47,7,3.462081
240823_PL6,Anal,Neisseria spp,38,5,3,1,0,47,12,3.4184609999999997
240823_PL6,Anal,Papillomavirus,16,16,10,4,1,47,37,5.317921
240823_PL6,Anal,Shigella spp,36,5,3,3,0,47,13,8.721954
240823_PL6,Anal,Staphylococcus aureus,13,17,16,0,1,47,39,8.622025
240823_PL6,Anal,Treponema pallidum,47,0,0,0,0,47,1,0.246364
240823_PL6,Anal,Trichomonas vaginalis,14,22,9,2,0,47,44,4.2363385000000005
240823_PL6,Anal,Trichophyton spp,47,0,0,0,0,47,2,0.18817299999999998
240823_PL6,Anal,Ureaplasma spp,40,5,2,0,0,47,8,4.4255135
240823_PL6,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Clostridioides difficile,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Entamoeba histolytica,47,0,0,0,0,47,2,0.120531
240823_PL6,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Haemophilus influenzae,27,1,9,10,0,47,20,94.5
240823_PL6,Gorge,Haemophilus parainfluenzae,6,0,9,22,10,47,41,334.0
240823_PL6,Gorge,Human alphaherpesvirus 1,46,1,0,0,0,47,25,0.162034
240823_PL6,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Mpox,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Mycoplasma hominis,45,1,1,0,0,47,2,9.8146065
240823_PL6,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Neisseria gonorrhoeae,36,1,6,4,0,47,11,71.0
240823_PL6,Gorge,Neisseria meningitidis,18,0,12,11,6,47,29,178.0
240823_PL6,Gorge,Neisseria spp,13,0,9,17,8,47,34,202.5
240823_PL6,Gorge,Papillomavirus,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Staphylococcus aureus,46,1,0,0,0,47,1,5.932583
240823_PL6,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
240823_PL6,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,3,0.173646
240823_PL6,Gorge,Trichophyton spp,47,0,0,0,0,47,1,0.081762
240823_PL6,Gorge,Ureaplasma spp,46,0,1,0,0,47,1,71.0
240823_PL7,Urine,Campylobacter jejuni,91,2,0,0,0,93,2,1.5617125
240823_PL7,Urine,Chlamydia spp,92,0,1,0,0,93,1,10.0
240823_PL7,Urine,Chlamydia trachomatis,92,0,1,0,0,93,1,10.0
240823_PL7,Urine,Clostridioides difficile,77,9,7,0,0,93,18,5.2118295
240823_PL7,Urine,Entamoeba histolytica,93,0,0,0,0,93,1,0.089418
240823_PL7,Urine,Haemophilus ducreyi,93,0,0,0,0,93,0,0.0
240823_PL7,Urine,Haemophilus influenzae,76,6,8,3,0,93,18,17.0
240823_PL7,Urine,Haemophilus parainfluenzae,70,9,11,3,0,93,25,18.0
240823_PL7,Urine,Human alphaherpesvirus 1,93,0,0,0,0,93,26,0.14716
240823_PL7,Urine,Human alphaherpesvirus 2,93,0,0,0,0,93,0,0.0
240823_PL7,Urine,Mpox,93,0,0,0,0,93,0,0.0
240823_PL7,Urine,Mycoplasma genitalium,92,1,0,0,0,93,3,0.227705
240823_PL7,Urine,Mycoplasma hominis,83,3,6,1,0,93,13,10.0
240823_PL7,Urine,Mycoplasma pneumoniae,93,0,0,0,0,93,0,0.0
240823_PL7,Urine,Mycoplasma spp,92,1,0,0,0,93,4,0.223548
240823_PL7,Urine,Neisseria gonorrhoeae,93,0,0,0,0,93,1,0.830454
240823_PL7,Urine,Neisseria meningitidis,90,3,0,0,0,93,3,3.598635
240823_PL7,Urine,Neisseria spp,90,2,1,0,0,93,5,3.033234
240823_PL7,Urine,Papillomavirus,92,1,0,0,0,93,7,0.313408
240823_PL7,Urine,Shigella spp,92,0,1,0,0,93,1,73.616229
240823_PL7,Urine,Staphylococcus aureus,69,14,10,0,0,93,25,6.600848
240823_PL7,Urine,Treponema pallidum,93,0,0,0,0,93,0,0.0
240823_PL7,Urine,Trichomonas vaginalis,72,15,5,1,0,93,39,1.315056
240823_PL7,Urine,Trichophyton spp,93,0,0,0,0,93,1,0.127757
240823_PL7,Urine,Ureaplasma spp,81,1,8,3,0,93,12,52.559614499999995
240823_PL8,Urine,Campylobacter jejuni,90,1,0,0,0,91,2,5.028957999999999
240823_PL8,Urine,Chlamydia spp,89,0,2,0,0,91,2,24.0
240823_PL8,Urine,Chlamydia trachomatis,89,0,2,0,0,91,2,24.0
240823_PL8,Urine,Clostridioides difficile,82,8,1,0,0,91,9,4.824189
240823_PL8,Urine,Entamoeba histolytica,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Haemophilus ducreyi,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Haemophilus influenzae,73,8,9,1,0,91,19,15.0
240823_PL8,Urine,Haemophilus parainfluenzae,62,11,12,6,0,91,29,18.0
240823_PL8,Urine,Human alphaherpesvirus 1,91,0,0,0,0,91,21,0.137916
240823_PL8,Urine,Human alphaherpesvirus 2,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Mpox,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Mycoplasma genitalium,90,0,0,1,0,91,2,112.4814805
240823_PL8,Urine,Mycoplasma hominis,84,4,3,0,0,91,8,4.9143975
240823_PL8,Urine,Mycoplasma pneumoniae,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Mycoplasma spp,90,0,0,1,0,91,2,112.4814805
240823_PL8,Urine,Neisseria gonorrhoeae,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Neisseria meningitidis,91,0,0,0,0,91,1,0.381054
240823_PL8,Urine,Neisseria spp,91,0,0,0,0,91,1,0.381054
240823_PL8,Urine,Papillomavirus,89,2,0,0,0,91,11,0.415024
240823_PL8,Urine,Shigella spp,89,0,1,1,0,91,2,77.9016795
240823_PL8,Urine,Staphylococcus aureus,80,7,3,0,1,91,11,5.200004
240823_PL8,Urine,Treponema pallidum,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Trichomonas vaginalis,68,19,3,1,0,91,40,1.324726
240823_PL8,Urine,Trichophyton spp,91,0,0,0,0,91,0,0.0
240823_PL8,Urine,Ureaplasma spp,86,0,5,0,0,91,5,45.551224
241108_PL1,Anal,Campylobacter jejuni,11,17,18,0,0,46,36,9.383371499999999
241108_PL1,Anal,Chlamydia spp,44,0,2,0,0,46,3,17.0
241108_PL1,Anal,Chlamydia trachomatis,44,0,2,0,0,46,2,25.5
241108_PL1,Anal,Clostridioides difficile,2,1,21,22,0,46,45,98.0
241108_PL1,Anal,Entamoeba histolytica,42,4,0,0,0,46,13,0.382114
241108_PL1,Anal,Haemophilus ducreyi,46,0,0,0,0,46,0,0.0
241108_PL1,Anal,Haemophilus influenzae,26,10,5,5,0,46,25,3.704021
241108_PL1,Anal,Haemophilus parainfluenzae,12,14,15,3,2,46,34,12.0
241108_PL1,Anal,Human alphaherpesvirus 1,46,0,0,0,0,46,24,0.290028
241108_PL1,Anal,Human alphaherpesvirus 2,46,0,0,0,0,46,0,0.0
241108_PL1,Anal,Mpox,46,0,0,0,0,46,0,0.0
241108_PL1,Anal,Mycoplasma genitalium,44,2,0,0,0,46,3,2.40366
241108_PL1,Anal,Mycoplasma hominis,23,16,7,0,0,46,25,5.225643
241108_PL1,Anal,Mycoplasma pneumoniae,46,0,0,0,0,46,0,0.0
241108_PL1,Anal,Mycoplasma spp,44,2,0,0,0,46,3,2.40366
241108_PL1,Anal,Neisseria gonorrhoeae,42,1,1,2,0,46,5,40.0
241108_PL1,Anal,Neisseria meningitidis,41,2,2,1,0,46,7,9.020848
241108_PL1,Anal,Neisseria spp,39,3,1,3,0,46,7,48.623791
241108_PL1,Anal,Papillomavirus,17,16,12,1,0,46,35,4.94556
241108_PL1,Anal,Shigella spp,36,7,3,0,0,46,10,6.088523
241108_PL1,Anal,Staphylococcus aureus,4,14,26,2,0,46,43,15.0
241108_PL1,Anal,Treponema pallidum,46,0,0,0,0,46,0,0.0
241108_PL1,Anal,Trichomonas vaginalis,7,23,14,2,0,46,45,6.452481
241108_PL1,Anal,Trichophyton spp,46,0,0,0,0,46,3,0.159373
241108_PL1,Anal,Ureaplasma spp,42,1,2,1,0,46,5,52.0
241108_PL1,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Clostridioides difficile,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Entamoeba histolytica,47,0,0,0,0,47,2,0.0931835
241108_PL1,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Haemophilus influenzae,29,0,2,14,2,47,18,270.5
241108_PL1,Gorge,Haemophilus parainfluenzae,3,0,3,29,12,47,44,638.0
241108_PL1,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,19,0.147134
241108_PL1,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,1,0.128378
241108_PL1,Gorge,Mpox,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Mycoplasma hominis,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Neisseria gonorrhoeae,37,0,3,6,1,47,10,209.5
241108_PL1,Gorge,Neisseria meningitidis,18,0,7,17,5,47,29,297.0
241108_PL1,Gorge,Neisseria spp,17,0,5,16,9,47,30,429.5
241108_PL1,Gorge,Papillomavirus,47,0,0,0,0,47,1,0.220212
241108_PL1,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Staphylococcus aureus,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
241108_PL1,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,6,0.189736
241108_PL1,Gorge,Trichophyton spp,47,0,0,0,0,47,4,0.174294
241108_PL1,Gorge,Ureaplasma spp,47,0,0,0,0,47,0,0.0
241108_PL2,Anal,Campylobacter jejuni,9,21,16,0,0,46,39,9.109667
241108_PL2,Anal,Chlamydia spp,45,0,1,0,0,46,1,12.0
241108_PL2,Anal,Chlamydia trachomatis,45,0,1,0,0,46,1,12.0
241108_PL2,Anal,Clostridioides difficile,2,3,18,23,0,46,44,108.5
241108_PL2,Anal,Entamoeba histolytica,45,1,0,0,0,46,9,0.188809
241108_PL2,Anal,Haemophilus ducreyi,46,0,0,0,0,46,0,0.0
241108_PL2,Anal,Haemophilus influenzae,26,9,8,3,0,46,23,7.944974
241108_PL2,Anal,Haemophilus parainfluenzae,12,19,9,5,1,46,36,7.3648295
241108_PL2,Anal,Human alphaherpesvirus 1,43,3,0,0,0,46,23,0.355884
241108_PL2,Anal,Human alphaherpesvirus 2,45,0,1,0,0,46,1,14.0
241108_PL2,Anal,Mpox,46,0,0,0,0,46,0,0.0
241108_PL2,Anal,Mycoplasma genitalium,45,1,0,0,0,46,1,1.833239
241108_PL2,Anal,Mycoplasma hominis,20,19,5,2,0,46,27,4.270426
241108_PL2,Anal,Mycoplasma pneumoniae,46,0,0,0,0,46,0,0.0
241108_PL2,Anal,Mycoplasma spp,45,1,0,0,0,46,1,1.833239
241108_PL2,Anal,Neisseria gonorrhoeae,46,0,0,0,0,46,0,0.0
241108_PL2,Anal,Neisseria meningitidis,43,3,0,0,0,46,3,2.085826
241108_PL2,Anal,Neisseria spp,42,4,0,0,0,46,5,2.05316
241108_PL2,Anal,Papillomavirus,24,9,8,5,0,46,28,7.702649
241108_PL2,Anal,Shigella spp,36,5,4,1,0,46,10,10.370523
241108_PL2,Anal,Staphylococcus aureus,6,13,23,4,0,46,41,15.0
241108_PL2,Anal,Treponema pallidum,46,0,0,0,0,46,0,0.0
241108_PL2,Anal,Trichomonas vaginalis,9,19,17,1,0,46,43,5.842069
241108_PL2,Anal,Trichophyton spp,46,0,0,0,0,46,4,0.269343
241108_PL2,Anal,Ureaplasma spp,39,3,3,1,0,46,8,7.4898665
241108_PL2,Gorge,Campylobacter jejuni,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Chlamydia spp,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Chlamydia trachomatis,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Clostridioides difficile,46,1,0,0,0,47,1,4.86627
241108_PL2,Gorge,Entamoeba histolytica,47,0,0,0,0,47,2,0.148313
241108_PL2,Gorge,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Haemophilus influenzae,25,1,9,10,2,47,22,130.0
241108_PL2,Gorge,Haemophilus parainfluenzae,2,1,9,19,16,47,45,612.0
241108_PL2,Gorge,Human alphaherpesvirus 1,47,0,0,0,0,47,17,0.141298
241108_PL2,Gorge,Human alphaherpesvirus 2,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Mpox,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Mycoplasma genitalium,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Mycoplasma hominis,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Mycoplasma spp,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Neisseria gonorrhoeae,33,1,4,9,0,47,14,252.0
241108_PL2,Gorge,Neisseria meningitidis,14,1,9,14,9,47,33,319.0
241108_PL2,Gorge,Neisseria spp,13,0,8,13,13,47,34,609.5
241108_PL2,Gorge,Papillomavirus,47,0,0,0,0,47,1,0.378962
241108_PL2,Gorge,Shigella spp,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Staphylococcus aureus,46,1,0,0,0,47,1,3.568598
241108_PL2,Gorge,Treponema pallidum,47,0,0,0,0,47,0,0.0
241108_PL2,Gorge,Trichomonas vaginalis,47,0,0,0,0,47,3,0.174096
241108_PL2,Gorge,Trichophyton spp,47,0,0,0,0,47,2,0.15595350000000002
241108_PL2,Gorge,Ureaplasma spp,47,0,0,0,0,47,0,0.0
241108_PL3,Anal,Campylobacter jejuni,16,19,12,0,0,47,32,7.7684675
241108_PL3,Anal,Chlamydia spp,46,1,0,0,0,47,2,1.347718
241108_PL3,Anal,Chlamydia trachomatis,46,1,0,0,0,47,1,2.422903
241108_PL3,Anal,Clostridioides difficile,4,3,22,18,0,47,43,82.0
241108_PL3,Anal,Entamoeba histolytica,45,2,0,0,0,47,9,0.248205
241108_PL3,Anal,Haemophilus ducreyi,47,0,0,0,0,47,0,0.0
241108_PL3,Anal,Haemophilus influenzae,22,12,7,5,1,47,29,5.868911
241108_PL3,Anal,Haemophilus parainfluenzae,7,13,19,5,3,47,41,17.0
241108_PL3,Anal,Human alphaherpesvirus 1,47,0,0,0,0,47,18,0.2722605
241108_PL3,Anal,Human alphaherpesvirus 2,47,0,0,0,0,47,1,0.318605
241108_PL3,Anal,Mpox,47,0,0,0,0,47,0,0.0
241108_PL3,Anal,Mycoplasma genitalium,44,2,1,0,0,47,4,3.925648
241108_PL3,Anal,Mycoplasma hominis,29,12,5,1,0,47,18,6.1228525000000005
241108_PL3,Anal,Mycoplasma pneumoniae,47,0,0,0,0,47,0,0.0
241108_PL3,Anal,Mycoplasma spp,43,3,1,0,0,47,6,1.4848965
241108_PL3,Anal,Neisseria gonorrhoeae,41,3,3,0,0,47,7,8.220729
241108_PL3,Anal,Neisseria meningitidis,38,4,3,2,0,47,11,6.083634
241108_PL3,Anal,Neisseria spp,35,5,3,4,0,47,16,6.7266595
241108_PL3,Anal,Papillomavirus,11,17,15,3,1,47,40,9.810558499999999
241108_PL3,Anal,Shigella spp,36,4,7,0,0,47,13,11.0
241108_PL3,Anal,Staphylococcus aureus,8,18,18,3,0,47,40,12.5
241108_PL3,Anal,Treponema pallidum,47,0,0,0,0,47,0,0.0
241108_PL3,Anal,Trichomonas vaginalis,14,18,14,1,0,47,43,6.280909
241108_PL3,Anal,Trichophyton spp,47,0,0,0,0,47,4,0.1309055
241108_PL3,Anal,Ureaplasma spp,40,3,3,1,0,47,8,17.3453565
241108_PL3,Gorge,Campylobacter jejuni,45,0,1,0,0,46,1,10.0
241108_PL3,Gorge,Chlamydia spp,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Chlamydia trachomatis,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Clostridioides difficile,44,1,1,0,0,46,2,15.4624135
241108_PL3,Gorge,Entamoeba histolytica,46,0,0,0,0,46,1,0.099554
241108_PL3,Gorge,Haemophilus ducreyi,46,0,0,0,0,46,0,0.0
241108_PL3,Gorge,Haemophilus influenzae,31,0,8,7,0,46,15,95.0
